200 187
e 1 110
e 1 182
e 2 87
e 2 171
e 3 63
e 3 70
e 4 149
e 5 120
e 5 125
e 6 34
e 6 127
e 7 84
e 7 180
e 8 146
e 9 83
e 9 125
e 10 130
e 10 193
e 11 72
e 11 137
e 12 118
e 13 117
e 13 134
e 14 116
e 14 180
e 15 119
e 15 187
e 16 90
e 17 78
e 17 82
e 17 125
e 17 140
e 17 195
e 18 38
e 18 87
e 18 198
e 19 112
e 20 96
e 21 130
e 21 191
e 23 121
e 25 27
e 25 129
e 26 180
e 27 108
e 32 197
e 34 83
e 34 151
e 35 167
e 35 179
e 35 195
e 36 94
e 37 57
e 37 69
e 38 192
e 39 105
e 40 106
e 40 127
e 41 175
e 41 197
e 42 158
e 42 190
e 43 58
e 43 163
e 44 128
e 46 91
e 47 137
e 48 189
e 50 80
e 50 82
e 50 189
e 51 92
e 51 117
e 51 139
e 52 90
e 52 115
e 52 116
e 52 155
e 52 174
e 53 137
e 54 192
e 57 158
e 59 96
e 61 103
e 61 138
e 62 108
e 63 155
e 64 112
e 64 159
e 65 69
e 67 143
e 69 124
e 69 193
e 70 140
e 70 142
e 70 180
e 71 106
e 72 170
e 72 182
e 73 165
e 74 113
e 75 80
e 75 122
e 75 151
e 76 162
e 76 199
e 80 183
e 81 152
e 81 168
e 82 89
e 82 181
e 83 116
e 84 110
e 85 128
e 86 112
e 86 162
e 88 186
e 89 133
e 89 151
e 91 148
e 91 183
e 91 189
e 92 174
e 93 151
e 94 98
e 94 158
e 96 101
e 96 178
e 99 106
e 99 107
e 99 128
e 100 184
e 103 125
e 103 168
e 104 112
e 105 156
e 105 186
e 105 187
e 106 130
e 108 166
e 108 169
e 109 130
e 109 193
e 110 113
e 111 185
e 111 189
e 113 144
e 113 166
e 116 177
e 118 170
e 120 133
e 121 185
e 123 179
e 123 184
e 125 188
e 127 162
e 129 167
e 130 175
e 132 144
e 132 147
e 132 175
e 132 178
e 134 139
e 135 154
e 136 143
e 136 144
e 136 145
e 137 175
e 138 143
e 138 185
e 139 197
e 140 172
e 140 175
e 145 176
e 146 158
e 147 169
e 151 157
e 152 162
e 153 190
e 155 160
e 158 183
e 158 199
e 159 195
e 168 187
e 187 200
e 188 192
e 192 200
