100 183
e 1 13
e 1 73
e 2 22
e 2 23
e 2 26
e 2 49
e 2 92
e 3 18
e 3 67
e 4 62
e 4 89
e 5 48
e 6 12
e 7 10
e 7 21
e 7 22
e 7 51
e 7 79
e 7 86
e 7 97
e 8 56
e 9 17
e 9 25
e 9 41
e 10 33
e 10 63
e 10 85
e 10 96
e 11 14
e 11 31
e 11 40
e 11 46
e 12 74
e 12 89
e 12 98
e 12 99
e 13 21
e 13 80
e 14 16
e 14 21
e 14 29
e 14 63
e 14 64
e 14 85
e 14 94
e 14 95
e 14 100
e 15 40
e 15 41
e 15 60
e 16 22
e 16 47
e 16 99
e 17 40
e 18 37
e 18 74
e 18 98
e 19 25
e 19 88
e 20 26
e 20 41
e 20 47
e 20 88
e 21 23
e 21 49
e 21 56
e 21 72
e 22 42
e 22 72
e 22 89
e 24 88
e 25 51
e 25 52
e 25 58
e 25 69
e 25 72
e 26 58
e 26 81
e 27 32
e 27 38
e 27 55
e 27 83
e 28 40
e 28 46
e 28 63
e 28 94
e 30 39
e 31 62
e 31 68
e 31 81
e 31 83
e 32 68
e 33 68
e 35 50
e 36 73
e 36 94
e 36 96
e 37 68
e 37 99
e 38 68
e 38 80
e 38 92
e 39 73
e 39 100
e 40 41
e 40 82
e 41 54
e 41 59
e 41 92
e 42 76
e 43 62
e 43 80
e 43 82
e 44 74
e 44 80
e 44 83
e 45 61
e 45 77
e 46 53
e 46 78
e 46 99
e 47 56
e 47 57
e 48 53
e 48 61
e 49 75
e 49 84
e 50 61
e 50 65
e 50 82
e 50 86
e 52 61
e 52 73
e 52 82
e 52 96
e 53 55
e 54 85
e 55 68
e 55 75
e 55 99
e 56 80
e 57 82
e 58 99
e 60 90
e 60 98
e 60 100
e 61 78
e 61 88
e 62 83
e 64 76
e 65 82
e 66 68
e 67 69
e 67 75
e 67 99
e 68 69
e 68 74
e 68 76
e 68 97
e 69 89
e 70 95
e 71 75
e 71 83
e 71 89
e 71 91
e 72 98
e 74 76
e 75 94
e 75 95
e 76 87
e 78 100
e 79 80
e 79 81
e 79 89
e 80 93
e 82 89
e 82 90
e 83 96
e 84 94
e 85 100
e 89 97
e 93 97
e 93 99
