200 396
e 1 46
e 1 88
e 1 125
e 2 6
e 2 65
e 2 103
e 3 37
e 3 51
e 3 98
e 3 118
e 3 139
e 4 45
e 4 75
e 4 141
e 5 47
e 5 66
e 5 90
e 5 124
e 5 199
e 6 26
e 6 136
e 6 181
e 7 150
e 7 164
e 8 48
e 8 77
e 8 81
e 8 83
e 9 13
e 9 112
e 9 149
e 9 150
e 9 153
e 9 178
e 9 180
e 9 200
e 10 101
e 10 128
e 10 176
e 11 16
e 11 53
e 11 69
e 11 78
e 11 155
e 11 161
e 12 23
e 12 172
e 12 173
e 13 94
e 13 147
e 14 24
e 14 37
e 14 151
e 14 157
e 14 171
e 15 25
e 15 168
e 15 172
e 16 52
e 16 129
e 16 157
e 16 191
e 16 194
e 17 28
e 17 77
e 17 129
e 18 159
e 19 62
e 19 101
e 20 79
e 20 92
e 20 126
e 20 169
e 21 59
e 21 78
e 22 74
e 22 78
e 22 105
e 22 117
e 22 126
e 22 131
e 22 158
e 23 36
e 23 45
e 23 100
e 23 117
e 24 87
e 24 93
e 24 164
e 25 176
e 26 151
e 26 172
e 27 59
e 27 121
e 27 123
e 28 84
e 28 96
e 28 114
e 28 158
e 28 186
e 29 31
e 29 79
e 29 113
e 29 114
e 30 37
e 30 79
e 30 129
e 31 46
e 31 78
e 31 165
e 31 182
e 31 191
e 31 200
e 32 44
e 32 52
e 32 66
e 32 129
e 32 188
e 32 194
e 33 81
e 33 86
e 33 119
e 33 127
e 34 78
e 34 190
e 35 52
e 35 192
e 36 109
e 36 122
e 37 63
e 37 79
e 37 83
e 38 56
e 38 101
e 38 146
e 38 181
e 38 200
e 39 97
e 39 98
e 39 175
e 40 56
e 40 66
e 40 154
e 40 179
e 40 192
e 41 76
e 41 99
e 41 111
e 42 67
e 42 104
e 42 136
e 43 57
e 43 84
e 43 96
e 43 97
e 44 70
e 44 74
e 44 105
e 44 125
e 45 118
e 46 92
e 46 101
e 46 195
e 47 86
e 47 98
e 47 160
e 48 116
e 49 147
e 50 125
e 50 139
e 51 106
e 52 125
e 52 136
e 52 143
e 52 196
e 53 131
e 53 140
e 53 181
e 54 74
e 56 67
e 56 186
e 59 132
e 59 195
e 60 175
e 60 186
e 61 90
e 61 156
e 61 161
e 62 74
e 62 93
e 62 110
e 62 149
e 62 150
e 63 94
e 63 148
e 63 179
e 63 183
e 63 196
e 64 88
e 65 179
e 65 184
e 66 86
e 66 157
e 66 173
e 67 189
e 68 171
e 68 180
e 69 108
e 69 133
e 69 163
e 69 190
e 70 76
e 70 178
e 71 83
e 71 88
e 71 118
e 71 169
e 71 187
e 72 132
e 72 193
e 73 180
e 74 116
e 74 195
e 75 82
e 75 140
e 75 182
e 76 116
e 76 120
e 76 159
e 76 164
e 76 166
e 77 120
e 77 155
e 78 129
e 78 152
e 78 160
e 78 198
e 79 193
e 80 165
e 80 166
e 80 177
e 80 178
e 80 197
e 81 140
e 81 154
e 82 85
e 82 100
e 83 106
e 83 165
e 83 185
e 84 171
e 85 113
e 85 141
e 85 162
e 86 113
e 86 143
e 86 183
e 87 101
e 87 170
e 88 106
e 88 147
e 88 157
e 89 169
e 90 121
e 90 152
e 91 110
e 91 121
e 93 109
e 93 126
e 93 136
e 93 179
e 94 123
e 94 157
e 95 100
e 95 163
e 96 149
e 97 114
e 97 149
e 97 183
e 97 199
e 98 157
e 98 190
e 99 149
e 99 150
e 100 126
e 100 134
e 100 165
e 101 103
e 102 108
e 102 126
e 102 189
e 103 153
e 103 196
e 104 107
e 105 120
e 105 124
e 105 153
e 106 169
e 107 162
e 109 120
e 109 130
e 109 132
e 109 164
e 110 131
e 110 158
e 110 161
e 111 169
e 111 185
e 112 189
e 113 168
e 114 156
e 115 140
e 115 157
e 115 180
e 116 122
e 116 143
e 117 179
e 118 141
e 118 186
e 120 197
e 121 189
e 121 192
e 122 162
e 123 146
e 123 198
e 124 166
e 124 171
e 124 179
e 125 162
e 126 164
e 127 175
e 127 200
e 128 159
e 128 160
e 129 140
e 129 149
e 130 199
e 132 144
e 133 134
e 133 155
e 134 188
e 135 148
e 136 146
e 136 170
e 136 181
e 136 195
e 136 197
e 137 139
e 137 163
e 137 182
e 138 197
e 139 156
e 139 200
e 140 169
e 141 199
e 143 155
e 144 151
e 144 168
e 144 172
e 144 185
e 144 197
e 145 154
e 145 178
e 145 189
e 145 198
e 146 159
e 146 171
e 147 163
e 148 165
e 149 158
e 149 160
e 149 193
e 151 199
e 152 182
e 153 154
e 156 179
e 156 191
e 158 164
e 159 185
e 159 194
e 161 164
e 161 192
e 163 192
e 163 195
e 164 194
e 165 200
e 172 188
e 175 196
e 176 186
e 176 187
e 179 182
e 182 191
e 183 198
e 185 195
e 185 197
e 195 199
