100 165
e 2 93
e 3 4
e 4 33
e 5 35
e 5 54
e 5 78
e 5 89
e 6 13
e 7 8
e 7 62
e 7 75
e 7 82
e 7 93
e 8 14
e 8 28
e 8 69
e 8 89
e 8 90
e 9 18
e 9 28
e 10 44
e 10 53
e 10 63
e 11 25
e 11 51
e 12 22
e 12 57
e 12 66
e 12 80
e 12 94
e 13 86
e 13 92
e 14 44
e 14 52
e 14 73
e 14 83
e 14 94
e 15 41
e 15 81
e 15 96
e 16 28
e 17 21
e 17 37
e 17 46
e 17 51
e 17 71
e 17 74
e 17 85
e 18 49
e 18 65
e 19 26
e 19 78
e 20 22
e 20 23
e 20 50
e 20 58
e 20 63
e 20 70
e 20 72
e 20 84
e 22 43
e 22 54
e 22 62
e 22 77
e 22 81
e 22 97
e 23 34
e 23 75
e 23 78
e 23 81
e 24 35
e 24 37
e 24 68
e 25 72
e 26 57
e 26 76
e 26 94
e 27 46
e 27 54
e 27 58
e 27 74
e 28 54
e 29 95
e 30 51
e 31 53
e 31 54
e 31 74
e 32 54
e 32 70
e 32 77
e 32 81
e 32 92
e 33 68
e 33 92
e 33 98
e 34 50
e 34 51
e 34 78
e 34 89
e 35 49
e 35 57
e 36 41
e 36 48
e 37 39
e 37 54
e 37 86
e 39 63
e 39 80
e 39 85
e 40 45
e 40 58
e 40 92
e 41 59
e 41 100
e 42 65
e 43 56
e 43 58
e 43 71
e 44 72
e 46 56
e 47 72
e 47 85
e 48 85
e 48 92
e 49 74
e 49 84
e 49 88
e 51 56
e 51 70
e 51 81
e 51 86
e 52 58
e 52 67
e 52 86
e 54 59
e 55 94
e 56 58
e 56 64
e 56 70
e 57 77
e 57 92
e 57 98
e 58 63
e 58 92
e 59 66
e 59 98
e 62 72
e 62 73
e 63 90
e 64 89
e 67 71
e 67 79
e 68 93
e 71 83
e 74 93
e 75 99
e 77 88
e 77 94
e 78 93
e 79 85
e 84 85
e 88 89
e 88 97
e 88 98
e 92 97
