100 101
e 1 82
e 2 75
e 3 33
e 3 55
e 3 86
e 4 72
e 6 49
e 6 70
e 6 83
e 7 12
e 7 24
e 7 57
e 7 77
e 8 38
e 8 40
e 8 64
e 9 74
e 10 51
e 11 53
e 12 23
e 12 87
e 13 41
e 13 48
e 14 63
e 14 79
e 14 89
e 15 30
e 15 83
e 16 93
e 17 29
e 17 32
e 17 37
e 17 55
e 17 69
e 17 93
e 18 22
e 18 60
e 18 90
e 19 33
e 19 34
e 19 36
e 19 37
e 19 86
e 20 35
e 21 23
e 21 57
e 22 82
e 23 85
e 24 68
e 24 86
e 25 31
e 25 37
e 27 30
e 28 66
e 28 73
e 30 35
e 32 49
e 32 60
e 32 73
e 34 63
e 34 65
e 35 60
e 35 85
e 35 90
e 37 61
e 38 63
e 39 84
e 40 55
e 41 96
e 41 97
e 43 51
e 45 69
e 45 85
e 47 52
e 47 56
e 47 80
e 47 92
e 49 84
e 51 87
e 52 73
e 53 89
e 55 60
e 55 74
e 56 65
e 57 85
e 57 90
e 57 96
e 58 62
e 58 65
e 58 66
e 60 93
e 61 67
e 64 74
e 67 72
e 67 90
e 69 86
e 70 85
e 71 80
e 75 82
e 80 82
e 83 95
