100 198
e 1 2
e 1 3
e 1 44
e 1 48
e 1 66
e 1 79
e 2 22
e 2 30
e 2 41
e 2 42
e 2 63
e 2 88
e 2 95
e 3 70
e 3 76
e 3 83
e 3 88
e 4 66
e 4 90
e 6 16
e 6 31
e 6 48
e 6 78
e 6 88
e 7 52
e 7 99
e 8 25
e 8 36
e 8 53
e 9 28
e 9 35
e 9 44
e 9 75
e 9 94
e 9 95
e 9 99
e 10 51
e 10 54
e 10 59
e 10 64
e 11 30
e 11 67
e 12 24
e 12 44
e 13 15
e 13 90
e 14 25
e 14 53
e 14 74
e 15 36
e 15 57
e 15 61
e 16 39
e 16 47
e 16 67
e 16 77
e 16 95
e 16 96
e 17 67
e 17 69
e 18 96
e 19 25
e 19 53
e 20 38
e 20 47
e 20 49
e 20 79
e 20 98
e 21 68
e 21 70
e 22 47
e 22 65
e 23 26
e 23 27
e 23 29
e 23 72
e 23 91
e 24 41
e 24 54
e 24 59
e 24 67
e 24 74
e 24 93
e 25 49
e 25 68
e 25 89
e 26 50
e 28 47
e 28 92
e 28 96
e 29 62
e 29 77
e 29 88
e 29 91
e 30 70
e 32 68
e 32 80
e 34 84
e 34 97
e 35 38
e 35 53
e 35 56
e 35 67
e 35 79
e 36 43
e 36 93
e 36 100
e 37 49
e 37 50
e 37 53
e 37 57
e 37 76
e 39 60
e 39 72
e 39 93
e 40 49
e 40 57
e 41 75
e 41 77
e 41 94
e 42 59
e 42 77
e 42 99
e 43 46
e 43 61
e 43 67
e 43 76
e 43 99
e 44 55
e 44 86
e 44 92
e 44 94
e 44 95
e 44 97
e 45 63
e 45 72
e 45 79
e 46 48
e 46 62
e 46 68
e 47 79
e 47 93
e 48 91
e 50 84
e 51 52
e 51 55
e 51 64
e 51 70
e 51 75
e 51 89
e 52 85
e 54 73
e 56 64
e 56 75
e 57 79
e 57 80
e 57 90
e 59 60
e 59 91
e 60 91
e 61 66
e 61 69
e 61 76
e 62 70
e 62 83
e 62 98
e 64 98
e 65 70
e 65 74
e 65 80
e 65 81
e 65 89
e 65 91
e 66 84
e 67 95
e 68 77
e 69 73
e 69 95
e 70 73
e 70 87
e 70 89
e 71 83
e 73 80
e 73 82
e 73 94
e 74 77
e 74 85
e 74 96
e 75 88
e 77 85
e 79 87
e 79 94
e 80 93
e 81 98
e 84 95
e 84 98
e 86 96
e 88 100
