200 427
e 1 2
e 1 83
e 1 102
e 1 103
e 1 120
e 1 177
e 1 185
e 1 194
e 2 48
e 2 63
e 2 126
e 2 194
e 2 195
e 3 23
e 3 85
e 3 121
e 3 128
e 3 179
e 3 185
e 3 190
e 3 191
e 5 53
e 5 118
e 6 59
e 6 132
e 6 152
e 6 200
e 7 53
e 7 192
e 8 14
e 8 25
e 8 76
e 9 49
e 9 60
e 9 137
e 9 144
e 9 152
e 10 184
e 10 186
e 10 193
e 11 143
e 12 62
e 12 165
e 12 171
e 13 89
e 13 117
e 13 158
e 14 43
e 14 55
e 14 119
e 15 37
e 15 48
e 15 136
e 16 21
e 16 62
e 16 70
e 16 71
e 16 77
e 16 119
e 16 122
e 16 127
e 16 132
e 16 152
e 17 78
e 17 112
e 17 190
e 18 39
e 18 90
e 18 149
e 18 169
e 18 171
e 18 180
e 19 73
e 19 113
e 19 161
e 19 190
e 20 114
e 20 127
e 20 163
e 21 44
e 21 85
e 21 133
e 22 35
e 22 67
e 22 79
e 22 165
e 23 43
e 23 122
e 23 153
e 23 171
e 24 132
e 24 140
e 25 48
e 25 111
e 25 138
e 25 192
e 26 31
e 26 58
e 26 95
e 26 193
e 27 36
e 27 124
e 29 34
e 29 166
e 29 168
e 29 199
e 30 43
e 30 68
e 31 115
e 31 157
e 31 170
e 31 171
e 31 186
e 31 187
e 32 121
e 32 154
e 32 180
e 32 196
e 32 199
e 33 50
e 33 186
e 34 51
e 34 118
e 34 134
e 34 197
e 34 198
e 35 54
e 35 88
e 35 113
e 35 142
e 35 191
e 35 199
e 36 114
e 36 151
e 36 200
e 37 108
e 37 120
e 37 155
e 37 160
e 38 84
e 38 118
e 38 177
e 40 47
e 40 146
e 40 161
e 41 46
e 41 107
e 42 107
e 42 131
e 42 155
e 42 194
e 43 58
e 43 76
e 43 118
e 43 132
e 43 135
e 45 93
e 45 182
e 46 52
e 46 65
e 46 76
e 46 86
e 46 130
e 46 170
e 47 101
e 47 131
e 48 118
e 48 139
e 48 146
e 48 155
e 49 162
e 49 166
e 49 169
e 50 64
e 50 66
e 51 103
e 51 134
e 52 100
e 52 195
e 53 121
e 53 181
e 54 91
e 54 94
e 54 100
e 54 134
e 54 195
e 55 141
e 55 147
e 55 168
e 56 113
e 56 151
e 56 187
e 56 192
e 57 67
e 57 75
e 57 95
e 58 118
e 58 154
e 58 193
e 59 79
e 59 94
e 59 191
e 60 99
e 60 125
e 60 140
e 60 153
e 61 144
e 61 149
e 61 195
e 62 78
e 62 133
e 62 139
e 62 171
e 63 103
e 63 154
e 64 76
e 64 183
e 64 196
e 64 197
e 65 171
e 66 68
e 66 87
e 66 149
e 67 102
e 67 112
e 67 138
e 68 83
e 68 136
e 68 162
e 68 187
e 69 92
e 69 106
e 69 122
e 69 127
e 70 119
e 70 152
e 71 155
e 71 183
e 72 95
e 72 124
e 73 86
e 73 179
e 74 152
e 74 179
e 75 116
e 75 140
e 75 160
e 76 149
e 76 150
e 76 162
e 77 103
e 77 110
e 77 115
e 77 157
e 77 166
e 77 199
e 78 86
e 78 108
e 78 109
e 78 110
e 78 124
e 78 158
e 79 109
e 80 108
e 80 113
e 80 186
e 81 89
e 82 100
e 82 141
e 82 155
e 83 115
e 83 150
e 83 159
e 83 167
e 83 191
e 83 197
e 84 93
e 84 108
e 85 155
e 85 181
e 86 183
e 87 133
e 87 157
e 87 158
e 88 140
e 89 127
e 89 167
e 90 125
e 90 171
e 90 191
e 91 93
e 91 126
e 91 134
e 91 180
e 92 153
e 93 119
e 93 150
e 93 195
e 94 127
e 94 156
e 94 183
e 94 195
e 96 155
e 96 165
e 97 138
e 98 106
e 98 124
e 98 153
e 99 125
e 99 188
e 100 121
e 100 127
e 100 163
e 101 126
e 101 170
e 101 181
e 101 184
e 102 120
e 102 122
e 102 138
e 102 160
e 103 106
e 103 141
e 103 171
e 104 116
e 104 180
e 105 111
e 105 118
e 105 168
e 105 177
e 105 199
e 107 109
e 107 189
e 108 121
e 108 199
e 109 125
e 109 182
e 109 198
e 110 111
e 110 127
e 110 133
e 110 135
e 110 158
e 111 171
e 113 199
e 114 195
e 115 157
e 116 124
e 116 186
e 116 193
e 117 131
e 118 121
e 118 148
e 118 163
e 118 180
e 119 194
e 120 130
e 121 191
e 122 196
e 123 169
e 123 171
e 123 184
e 124 194
e 125 156
e 127 176
e 127 200
e 128 162
e 129 184
e 130 147
e 131 167
e 132 178
e 133 137
e 133 150
e 133 153
e 133 188
e 134 167
e 134 188
e 134 196
e 135 137
e 135 142
e 135 170
e 136 155
e 137 186
e 137 189
e 137 191
e 138 159
e 139 157
e 142 153
e 142 162
e 143 176
e 144 152
e 145 160
e 146 157
e 146 199
e 147 177
e 149 164
e 149 167
e 150 165
e 152 184
e 153 174
e 154 184
e 155 159
e 155 165
e 156 162
e 157 176
e 158 171
e 159 176
e 161 173
e 161 179
e 162 175
e 162 185
e 165 176
e 165 188
e 166 182
e 166 192
e 168 173
e 168 174
e 168 195
e 172 186
e 172 198
e 177 178
e 177 181
e 177 198
e 178 181
e 178 188
e 179 192
e 182 190
