100 209
e 1 4
e 1 6
e 1 37
e 1 59
e 1 95
e 2 5
e 2 19
e 2 63
e 2 73
e 2 75
e 2 81
e 3 43
e 3 91
e 4 27
e 4 36
e 4 77
e 4 94
e 5 19
e 5 33
e 5 41
e 5 49
e 5 62
e 6 13
e 6 32
e 6 80
e 6 82
e 6 85
e 7 18
e 7 21
e 7 53
e 7 66
e 8 12
e 8 45
e 8 74
e 8 79
e 8 82
e 8 87
e 8 99
e 9 21
e 9 45
e 9 51
e 9 52
e 9 55
e 9 87
e 9 92
e 10 11
e 10 20
e 10 23
e 10 94
e 11 33
e 11 42
e 12 42
e 12 55
e 13 65
e 13 82
e 13 100
e 14 31
e 14 38
e 14 64
e 14 83
e 15 67
e 15 70
e 15 91
e 15 92
e 16 94
e 17 20
e 17 47
e 17 53
e 17 68
e 17 96
e 18 45
e 18 80
e 18 84
e 18 89
e 18 91
e 19 39
e 20 26
e 20 49
e 20 62
e 20 63
e 21 35
e 21 36
e 21 39
e 21 41
e 22 67
e 23 48
e 23 90
e 23 94
e 24 50
e 24 67
e 24 72
e 24 76
e 25 43
e 25 63
e 25 74
e 25 77
e 26 43
e 26 80
e 27 48
e 27 79
e 27 95
e 28 38
e 28 42
e 28 71
e 28 84
e 29 45
e 29 88
e 30 42
e 31 38
e 31 44
e 31 46
e 31 60
e 31 76
e 31 80
e 33 72
e 33 87
e 34 47
e 35 37
e 35 53
e 35 82
e 35 100
e 36 96
e 37 60
e 37 89
e 39 57
e 39 78
e 41 44
e 41 47
e 41 83
e 42 57
e 42 58
e 42 98
e 43 47
e 43 75
e 43 80
e 44 72
e 45 53
e 45 70
e 45 76
e 45 77
e 45 84
e 46 58
e 47 63
e 47 71
e 47 79
e 47 97
e 48 53
e 48 91
e 49 69
e 49 84
e 50 64
e 50 68
e 51 74
e 51 77
e 51 92
e 52 80
e 53 56
e 53 67
e 53 81
e 53 96
e 54 60
e 55 59
e 55 80
e 55 91
e 56 67
e 56 96
e 56 99
e 57 62
e 57 66
e 57 86
e 58 61
e 59 61
e 61 62
e 61 68
e 61 80
e 62 80
e 63 66
e 63 73
e 63 95
e 64 69
e 64 75
e 64 76
e 64 88
e 66 68
e 66 70
e 66 79
e 67 76
e 68 86
e 68 94
e 69 86
e 69 93
e 71 94
e 73 77
e 73 82
e 73 91
e 74 83
e 74 84
e 75 96
e 77 78
e 78 83
e 79 92
e 80 95
e 81 93
e 83 98
e 83 100
e 84 86
e 89 95
e 92 95
e 95 98
