200 229
e 1 36
e 1 144
e 2 12
e 2 52
e 2 107
e 2 194
e 3 38
e 3 115
e 3 117
e 3 151
e 3 182
e 3 198
e 4 136
e 6 13
e 6 34
e 6 46
e 6 66
e 6 105
e 6 199
e 8 48
e 8 114
e 8 121
e 8 130
e 8 189
e 9 19
e 10 71
e 10 73
e 10 138
e 10 147
e 10 172
e 11 86
e 12 18
e 12 163
e 13 30
e 13 103
e 13 151
e 14 52
e 14 77
e 17 48
e 17 84
e 19 79
e 19 95
e 19 151
e 19 166
e 20 54
e 20 103
e 20 197
e 21 161
e 22 73
e 23 197
e 24 40
e 24 74
e 24 119
e 24 141
e 24 152
e 25 74
e 25 165
e 25 175
e 26 125
e 26 166
e 27 67
e 27 175
e 29 88
e 29 176
e 31 44
e 31 165
e 32 35
e 32 48
e 34 106
e 36 80
e 36 123
e 36 165
e 36 173
e 38 160
e 39 200
e 40 125
e 40 181
e 42 58
e 42 140
e 42 200
e 43 87
e 43 106
e 43 175
e 43 177
e 45 197
e 46 47
e 46 149
e 46 153
e 46 161
e 47 83
e 47 108
e 47 147
e 48 51
e 48 78
e 48 151
e 49 76
e 49 169
e 49 194
e 50 124
e 51 111
e 51 122
e 51 161
e 51 198
e 53 193
e 54 75
e 54 193
e 55 121
e 55 143
e 56 123
e 56 137
e 57 105
e 57 154
e 60 66
e 61 74
e 61 77
e 61 101
e 62 188
e 65 142
e 66 108
e 66 117
e 67 110
e 68 156
e 69 75
e 70 90
e 70 123
e 70 136
e 70 171
e 70 183
e 71 117
e 71 170
e 71 179
e 72 131
e 73 77
e 74 183
e 75 138
e 75 146
e 76 145
e 77 197
e 79 177
e 81 189
e 83 126
e 83 130
e 83 141
e 85 132
e 86 109
e 87 95
e 89 130
e 89 132
e 90 117
e 90 180
e 91 95
e 91 160
e 93 187
e 96 161
e 98 169
e 99 103
e 99 118
e 100 199
e 101 119
e 102 134
e 102 143
e 103 189
e 103 191
e 104 189
e 108 138
e 108 172
e 108 176
e 108 192
e 108 193
e 108 199
e 109 138
e 109 180
e 109 185
e 110 192
e 111 138
e 111 142
e 111 198
e 112 164
e 114 180
e 115 156
e 116 189
e 118 200
e 119 127
e 119 148
e 119 191
e 120 146
e 121 197
e 124 186
e 125 134
e 125 159
e 125 184
e 126 152
e 126 172
e 127 150
e 128 144
e 128 149
e 128 188
e 129 140
e 129 182
e 129 199
e 130 154
e 132 179
e 134 138
e 134 156
e 134 167
e 134 185
e 134 195
e 135 162
e 137 186
e 140 163
e 142 166
e 144 159
e 144 161
e 144 185
e 145 162
e 149 154
e 150 194
e 153 180
e 154 198
e 156 157
e 158 169
e 160 170
e 162 185
e 163 190
e 167 181
e 172 185
e 172 186
e 186 198
e 194 196
