100 131
e 1 10
e 1 25
e 1 27
e 1 37
e 2 97
e 3 4
e 3 35
e 3 37
e 4 48
e 5 17
e 5 37
e 5 49
e 5 77
e 5 84
e 6 36
e 6 79
e 6 92
e 7 44
e 7 52
e 7 75
e 7 76
e 8 13
e 8 27
e 8 34
e 8 35
e 8 40
e 10 84
e 10 99
e 11 53
e 12 15
e 14 36
e 14 40
e 14 43
e 14 60
e 14 78
e 15 34
e 15 58
e 15 91
e 15 100
e 16 48
e 16 55
e 16 70
e 16 80
e 16 85
e 17 20
e 17 51
e 17 55
e 17 88
e 19 41
e 19 70
e 20 97
e 21 47
e 21 74
e 22 71
e 23 36
e 23 83
e 24 85
e 25 61
e 26 62
e 26 75
e 27 30
e 27 36
e 27 74
e 28 38
e 28 62
e 28 88
e 29 34
e 29 68
e 29 87
e 30 47
e 30 49
e 30 58
e 31 45
e 31 49
e 31 100
e 32 70
e 32 90
e 33 89
e 34 38
e 34 43
e 34 70
e 34 97
e 35 68
e 35 98
e 36 68
e 36 79
e 36 91
e 37 65
e 38 45
e 38 72
e 39 46
e 39 86
e 41 51
e 41 53
e 41 72
e 42 75
e 44 53
e 46 65
e 46 82
e 49 99
e 50 83
e 51 62
e 51 66
e 52 98
e 53 70
e 54 56
e 54 58
e 55 82
e 56 85
e 58 79
e 62 86
e 63 74
e 63 79
e 64 66
e 64 70
e 64 90
e 65 86
e 67 76
e 71 86
e 73 74
e 76 100
e 79 86
e 81 96
e 82 85
e 83 87
e 86 89
e 88 95
e 89 98
e 90 96
e 95 99
e 97 99
